No.,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude,month
2033,Monarch Tractor,Livermore,San Francisco Bay Area,California,USA,North America,35,08-Nov-24,10,350,315,Other,Unknown,214,2024,37.68402337,-121.7712919,Nov
2034,BigCommerce,Austin,other,Texas,USA,North America,,08-Nov-24,,,,Retail,Post-IPO,224,2024,30.2711286,-97.7436995,Nov
2035,Booking.com,Grand Rapids,other,Michigan,USA,North America,,08-Nov-24,,,,Travel,Acquired,,2024,42.96687219,-85.65825527,Nov
2036,Exosonic,Los Angeles,other,California,USA,North America,,08-Nov-24,100,0,0,Aerospace,Seed,4,2024,34.0536909,-118.242766,Nov
2037,Enphase Energy,Fremont,San Francisco Bay Area,California,USA,North America,500,11-Nov-24,17,2941,2441,Energy,Post-IPO,116,2024,37.5482697,-121.988571,Nov
2038,23andMe,San Francisco,San Francisco Bay Area,California,USA,North America,200,11-Nov-24,40,500,300,Healthcare,Post-IPO,1,2024,37.7792588,-122.4193286,Nov
2039,Sword Health,New York City,other,New York,USA,North America,13,11-Nov-24,,,,Healthcare,Unknown,450,2024,40.7127281,-74.0060152,Nov
2040,Chegg,Santa Clara,San Francisco Bay Area,California,USA,North America,31,12-Nov-24,21,148,117,Education,Post-IPO,227,2024,37.354107,-121.955238,Nov
2041,Forward,San Francisco,San Francisco Bay Area,California,USA,North America,200,12-Nov-24,100,200,0,Healthcare,Series E,325,2024,37.7792588,-122.4193286,Nov
2042,Lyra Health,Burlingame,San Francisco Bay Area,California,USA,North America,77,12-Nov-24,2,3850,3773,Healthcare,Series F,10,2024,37.5780965,-122.3473099,Nov
2043,New Relic,San Francisco,San Francisco Bay Area,California,USA,North America,,12-Nov-24,,,,Infrastructure,Acquired,214,2024,37.7792588,-122.4193286,Nov
2044,Stoa,Bengaluru,other,Karnataka,India,Asia,,12-Nov-24,100,0,0,Education,Seed,,2024,12.98815675,77.62260004,Nov
2045,AMD,Santa Clara,San Francisco Bay Area,California,USA,North America,1000,13-Nov-24,4,25000,24000,Hardware,Post-IPO,,2024,37.354107,-121.955238,Nov
2046,AppLovin,Palo Alto,San Francisco Bay Area,California,USA,North America,120,13-Nov-24,,,,Marketing,Post-IPO,2,2024,37.4443293,-122.1598465,Nov
2047,Kuku FM,Mumbai,other,Maharashtra,India,Asia,80,14-Nov-24,,,,Media,Series C,71,2024,19.0785451,72.878176,Nov
2048,TrueLayer,London,other,England,UK,Europe,71,15-Nov-24,25,284,213,Finance,Series E,321,2024,51.4893335,-0.144055085,Nov
2049,Own,New York City,other,New York,USA,North America,,19-Nov-24,,,,Data,Acquired,507,2024,40.7127281,-74.0060152,Nov
2050,Headspace,Los Angeles,other,California,USA,North America,,20-Nov-24,13,0,0,Healthcare,Unknown,216,2024,34.0536909,-118.242766,Nov
2051,LinkedIn,Sunnyvale,San Francisco Bay Area,California,USA,North America,202,21-Nov-24,1,20200,19998,Recruiting,Acquired,154,2024,37.3688301,-122.036349,Nov
2052,Ola Electric,Bengaluru,other,Karnataka,India,Asia,500,22-Nov-24,,,,Transportation,Post-IPO,2,2024,12.98815675,77.62260004,Nov
2053,Adjust,Berlin,other,Berlin,Germany,Europe,304,22-Nov-24,,,,Marketing,Acquired,256,2024,52.5170365,13.3888599,Nov
2054,Hopper,Montreal,other,Quebec,Canada,North America,,22-Nov-24,,,,Travel,Unknown,730,2024,45.5031824,-73.5698065,Nov
2055,Sprout Social,Chicago,other,Illinois,USA,North America,,25-Nov-24,,,,Marketing,Post-IPO,111,2024,41.8755616,-87.6244212,Nov
2056,AlphaSense,New York City,other,New York,USA,North America,150,27-Nov-24,8,1875,1725,Other,Series F,1,2024,40.7127281,-74.0060152,Nov
2057,Klub,Bengaluru,other,Karnataka,India,Asia,60,29-Nov-24,,,,Finance,Unknown,35,2024,12.98815675,77.62260004,Nov
2058,Lightspeed Commerce,Montreal,other,Quebec,Canada,North America,200,02-Dec-24,,,,Retail,Post-IPO,1,2024,45.5031824,-73.5698065,Dec
2059,Skai,Tel Aviv,other,non,Israel,Asia,80,03-Dec-24,14,571,491,Marketing,Series E,60,2024,32.0852997,34.7818064,Dec
2060,Stash,New York City,other,New York,USA,North America,88,04-Dec-24,40,220,132,Finance,Unknown,480,2024,40.7127281,-74.0060152,Dec
2061,Booking Holdings,Norwalk,other,Connecticut,USA,North America,60,04-Dec-24,,,,Travel,Post-IPO,3,2024,41.1175966,-73.4078968,Dec
2062,2U,Washington DC,other,District of Columbia,USA,North America,,04-Dec-24,,,,Education,Post-IPO,426,2024,38.8950368,-77.0365427,Dec
2063,Circle,Boston,other,Massachusetts,USA,North America,50,05-Dec-24,6,833,783,Crypto,Private Equity,1,2024,42.3554334,-71.060511,Dec
2064,Vox Media,Washington DC,other,District of Columbia,USA,North America,,05-Dec-24,,,,Media,Series F,307,2024,38.8950368,-77.0365427,Dec
2065,Carousell,Singapore,other,non,Singapore,Asia,76,06-Dec-24,7,1086,1010,Retail,Unknown,375,2024,1.2899175,103.8519072,Dec
2066,Mixtroz,Birmingham,other,Alabama,USA,North America,,06-Dec-24,100,0,0,Other,Seed,2,2024,33.5166646,-86.7999968,Dec
2067,EasyKnock,New York City,other,New York,USA,North America,,09-Dec-24,100,0,0,Real Estate,Series D,440,2024,40.7127281,-74.0060152,Dec
2068,Bluevine,Tel Aviv,other,non,Israel,Asia,100,10-Dec-24,18,556,456,Finance,Unknown,76,2024,32.0852997,34.7818064,Dec
2069,Spectrm,Berlin,other,Berlin,Germany,Europe,,10-Dec-24,,,,Marketing,Series B,11,2024,52.5170365,13.3888599,Dec
2070,Foundry,Boston,other,Massachusetts,USA,North America,74,11-Dec-24,27,274,200,Crypto,Subsidiary,,2024,42.3554334,-71.060511,Dec
2071,Calendly,Atlanta,other,Georgia,USA,North America,70,11-Dec-24,13,538,468,Other,Series B,351,2024,33.7489924,-84.3902644,Dec
2072,Canoo,Los Angeles,other,California,USA,North America,20,11-Dec-24,,,,Transportation,Post-IPO,300,2024,34.0536909,-118.242766,Dec
2073,OfferUp,Seattle,Cascadia,Washington,USA,North America,,11-Dec-24,22,0,0,Retail,Unknown,381,2024,47.6038321,-122.330062,Dec
2074,Spotter,Los Angeles,other,California,USA,North America,,11-Dec-24,,,,Other,Unknown,238,2024,34.0536909,-118.242766,Dec
2075,Yahoo,Sunnyvale,San Francisco Bay Area,California,USA,North America,,12-Dec-24,,,,Consumer,Acquired,6,2024,37.3688301,-122.036349,Dec
2076,Thrive,Mumbai,other,Maharashtra,India,Asia,,14-Dec-24,100,0,0,Food,Series A,,2024,19.0785451,72.878176,Dec
2077,Refinery29,New York City,other,New York,USA,North America,,17-Dec-24,,,,Media,Acquired,134,2024,40.7127281,-74.0060152,Dec
2078,BionicHIVE,Sderot,other,non,Israel,Asia,,22-Dec-24,100,0,0,Hardware,Unknown,,2024,31.52688699,34.59479517,Dec
2079,Lilium,Munich,other,Bayern,Germany,Europe,1000,23-Dec-24,100,1000,0,Aerospace,Post-IPO,1,2024,48.1371079,11.5753822,Dec
2080,Bench,Vancouver,Cascadia,British Columbia,Canada,North America,450,27-Dec-24,100,450,0,Finance,Series C,10,2024,49.2608724,-123.113952,Dec
2081,Level,New York City,other,New York,USA,North America,,02-Jan-25,100,,0,Finance,Series B,27,2025,40.7127281,-74.0060152,Jan
2082,SolarEdge,Tel Aviv,other,non,Israel,Asia,400,06-Jan-25,,,,Energy,Post-IPO,155,2025,32.0852997,34.7818064,Jan
2083,Altruist,San Francisco,San Francisco Bay Area,California,USA,North America,37,07-Jan-25,10,370,333,Finance,Series E,449,2025,37.7792588,-122.4193286,Jan
2084,Aqua Security,Boston,other,Massachusetts,USA,North America,,07-Jan-25,,,,Security,Series E,325,2025,42.3554334,-71.060511,Jan
2085,Cloud Software Group,Santa Clara,San Francisco Bay Area,California,USA,North America,,07-Jan-25,,,,Other,Unknown,,2025,37.354107,-121.955238,Jan
2086,Microsoft,Seattle,Cascadia,Washington,USA,North America,,07-Jan-25,,,,Other,Post-IPO,1,2025,47.6038321,-122.330062,Jan
2087,Redfin,Seattle,Cascadia,Washington,USA,North America,450,09-Jan-25,,,,Real Estate,Post-IPO,320,2025,47.6038321,-122.330062,Jan
2088,Icon,Austin,other,Texas,USA,North America,114,09-Jan-25,,,,Construction,Series B,451,2025,30.2711286,-97.7436995,Jan
2089,Wayfair,Berlin,other,Berlin,Germany,Europe,730,10-Jan-25,3,24333,23603,Retail,Post-IPO,1700,2025,52.5170365,13.3888599,Jan
2090,Pandion,Seattle,Cascadia,Washington,USA,North America,63,10-Jan-25,100,63,0,Logistics,Series B,76,2025,47.6038321,-122.330062,Jan
2091,Zillow,Seattle,Cascadia,Washington,USA,North America,,10-Jan-25,,,,Real Estate,Post-IPO,97,2025,47.6038321,-122.330062,Jan
2092,Alza,New York City,other,New York,USA,North America,,13-Jan-25,100,,0,Finance,Seed,7,2025,40.7127281,-74.0060152,Jan
2093,Boozt,Malmö,other,non,Sweden,Europe,,13-Jan-25,10,,,Retail,Post-IPO,56,2025,55.6052931,13.0001566,Jan
2094,Advisor Credit Exchange,Philadelphia,other,Pennsylvania,USA,North America,,14-Jan-25,100,,0,Finance,Unknown,31,2025,39.9527237,-75.1635262,Jan
2095,TechCrunch,San Francisco,San Francisco Bay Area,California,USA,North America,,14-Jan-25,,,,Media,Acquired,,2025,37.7792588,-122.4193286,Jan
2096,HeyJobs,Berlin,other,Berlin,Germany,Europe,90,15-Jan-25,,,,Recruiting,Series B,62,2025,52.5170365,13.3888599,Jan
2097,ShareChat,Bengaluru,other,Karnataka,India,Asia,27,15-Jan-25,5,540,513,Marketing,Series D,222,2025,12.98815675,77.62260004,Jan
2098,Textio,Seattle,Cascadia,Washington,USA,North America,15,15-Jan-25,,,,Recruiting,Unknown,42,2025,47.6038321,-122.330062,Jan
2099,Chrono24,Karlsruhe,other,Baden-Würtemberg,Germany,Europe,110,16-Jan-25,24,458,348,Retail,Series C,205,2025,49.0068705,8.4034195,Jan
2100,Pocket FM,Bengaluru,other,Karnataka,India,Asia,75,16-Jan-25,,,,Media,Series D,212,2025,12.98815675,77.62260004,Jan
2101,Aurora Solar,San Francisco,San Francisco Bay Area,California,USA,North America,58,16-Jan-25,,,,Energy,Series D,523,2025,37.7792588,-122.4193286,Jan
2102,Unbabel,Lisbon,other,non,Portugal,Europe,66,20-Jan-25,25,264,198,Support,Series C,91,2025,38.7077507,-9.1365919,Jan
2103,Stripe,San Francisco,San Francisco Bay Area,California,USA,North America,300,21-Jan-25,3,10000,9700,Finance,Series I,8700,2025,37.7792588,-122.4193286,Jan
2104,Turso,London,other,England,Canada,Europe,,21-Jan-25,,,,Product,Seed,7,2025,51.4893335,-0.144055085,Jan
2105,Moon Active,Tel Aviv,other,non,Israel,Asia,,27-Jan-25,,,,Consumer,Unknown,425,2025,32.0852997,34.7818064,Jan
2106,Amazon,Seattle,Cascadia,Washington,USA,North America,,28-Jan-25,,,,Retail,Post-IPO,8100,2025,47.6038321,-122.330062,Jan
2107,Digital River,Minneapolis,other,Minnesota,USA,North America,122,28-Jan-25,,,,Retail,Private Equity,50,2025,44.9772995,-93.2654692,Jan
2108,Placer.ai,Los Altos,San Francisco Bay Area,California,USA,North America,150,29-Jan-25,18,833,683,Data,Unknown,267,2025,37.38522,-122.11413,Jan
2109,Cushion,San Francisco,San Francisco Bay Area,California,USA,North America,,30-Jan-25,100,,0,Finance,Series A,20,2025,37.7792588,-122.4193286,Jan
2110,Salesforce,San Francisco,San Francisco Bay Area,California,USA,North America,1000,03-Feb-25,1,100000,99000,Sales,Post-IPO,65,2025,37.7792588,-122.4193286,Feb
2111,Sure,New York City,other,New York,USA,North America,70,03-Feb-25,,,,Finance,Series C,123,2025,40.7127281,-74.0060152,Feb
2112,Cruise,San Francisco,San Francisco Bay Area,California,USA,North America,1000,04-Feb-25,50,2000,1000,Transportation,Acquired,15000,2025,37.7792588,-122.4193286,Feb
2113,Okta,San Francisco,San Francisco Bay Area,California,USA,North America,180,04-Feb-25,3,6000,5820,Security,Post-IPO,1200,2025,37.7792588,-122.4193286,Feb
2114,AppsFlyer,San Francisco,San Francisco Bay Area,California,USA,North America,100,04-Feb-25,7,1429,1329,Data,Unknown,293,2025,37.7792588,-122.4193286,Feb
2115,Asana,San Francisco,San Francisco Bay Area,California,USA,North America,100,04-Feb-25,,,,Other,Post-IPO,453,2025,37.7792588,-122.4193286,Feb
2116,TripAdvisor,Boston,other,Massachusetts,USA,North America,75,04-Feb-25,,,,Travel,Post-IPO,3,2025,42.3554334,-71.060511,Feb
2117,Intel,Sacramento,other,California,USA,North America,58,04-Feb-25,,,,Hardware,Post-IPO,12,2025,38.5810606,-121.493895,Feb
2118,Workday,Pleasanton,San Francisco Bay Area,California,USA,North America,1750,05-Feb-25,8,21875,20125,HR,Post-IPO,230,2025,37.6624312,-121.8746789,Feb
2119,Outbrain,New York City,other,New York,USA,North America,200,05-Feb-25,,,,Marketing,Post-IPO,394,2025,40.7127281,-74.0060152,Feb
2120,Sonos,Santa Barbara,other,California,USA,North America,200,05-Feb-25,12,1667,1467,Consumer,Post-IPO,455,2025,34.4221319,-119.702667,Feb
2121,SRTX,Montreal,other,Quebec,Canada,North America,140,05-Feb-25,,,,Manufacturing,Unknown,151,2025,45.5031824,-73.5698065,Feb
2122,Tabnine,Tel Aviv,other,non,Israel,Asia,15,05-Feb-25,18,83,68,AI,Series B,57,2025,32.0852997,34.7818064,Feb
2123,Hugging Face,New York City,other,New York,USA,North America,10,05-Feb-25,4,250,240,AI,Series D,395,2025,40.7127281,-74.0060152,Feb
2124,Sprinklr,New York City,other,New York,USA,North America,500,06-Feb-25,15,3333,2833,Support,Post-IPO,429,2025,40.7127281,-74.0060152,Feb
2125,NanoLock,Tel Aviv,other,non,Israel,Asia,,06-Feb-25,100,,0,Security,Series B,18,2025,32.0852997,34.7818064,Feb
2126,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,3600,10-Feb-25,5,72000,68400,Consumer,Post-IPO,26000,2025,37.4519671,-122.177992,Feb
2127,Wise,Tampa Bay,other,Florida,USA,North America,300,10-Feb-25,,,,Finance,Post-IPO,300,2025,27.6886419,-82.5723193,Feb
2128,Justworks,New York City,other,New York,USA,North America,200,10-Feb-25,,,,HR,Unknown,160,2025,40.7127281,-74.0060152,Feb
2129,MessageBird,Amsterdam,other,non,Netherlands,Europe,120,10-Feb-25,33,364,244,Other,Series C,1100,2025,52.3730796,4.8924534,Feb
2130,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,,11-Feb-25,,,,Other,Post-IPO,1300,2025,37.7792588,-122.4193286,Feb
2131,Zepz,London,other,England,United Kingdom,Europe,200,12-Feb-25,20,1000,800,Finance,Series E,700,2025,51.4893335,-0.144055085,Feb
2132,Getaround,San Francisco,San Francisco Bay Area,California,USA,North America,,12-Feb-25,,,,Transportation,Series D,403,2025,37.7792588,-122.4193286,Feb
2133,Redfin,Seattle,Cascadia,Washington,USA,North America,46,12-Feb-25,,,,Real Estate,Post-IPO,320,2025,47.6038321,-122.330062,Feb
2134,Blue Origin,Seattle,Cascadia,Washington,USA,North America,1000,13-Feb-25,10,10000,9000,Aerospace,Unknown,167,2025,47.6038321,-122.330062,Feb
2135,Metro Africa Xpress,Lagos,other,non,Nigeria,Africa,150,13-Feb-25,,,,Logistics,Unknown,64,2025,6.4550575,3.3941795,Feb
2136,Sophos,Oxford,other,England,USA,Europe,,13-Feb-25,6,,,Security,Acquired,125,2025,51.7520131,-1.2578499,Feb
2137,Eviation Aircraft,Tel Aviv,other,non,Israel,Asia,,14-Feb-25,,,,Aerospace,Acquired,140,2025,32.0852997,34.7818064,Feb
2138,Logically,Manchester,other,England,United Kingdom,Europe,40,17-Feb-25,20,200,160,AI,Series A,37,2025,53.4794892,-2.2451148,Feb
2139,Vendease,Lagos,other,non,Nigeria,Africa,120,19-Feb-25,44,273,153,Food,Series A,43,2025,6.4550575,3.3941795,Feb
2140,Riskified,New York City,other,New York,USA,North America,,19-Feb-25,,,,Retail,Post-IPO,229,2025,40.7127281,-74.0060152,Feb
2141,SeatGeek,New York City,other,New York,USA,North America,150,20-Feb-25,15,1000,850,Consumer,Series E,400,2025,40.7127281,-74.0060152,Feb
2142,Zendesk,San Francisco,San Francisco Bay Area,California,USA,North America,51,21-Feb-25,,,,Support,Acquired,85,2025,37.7792588,-122.4193286,Feb
2143,Electriq Global,Tel Aviv,other,non,Israel,Asia,,21-Feb-25,100,,0,Energy,Unknown,8,2025,32.0852997,34.7818064,Feb
2144,Ibotta,Denver,other,Colorado,USA,North America,70,22-Feb-25,8,875,805,Retail,Post-IPO,93,2025,39.7392364,-104.984862,Feb
2145,NetEase,Tokyo,Tokyo,Tokyo,Japan,Asia,,22-Feb-25,,,,Consumer,Post-IPO,,2025,35.6821936,139.762221,Feb
2146,Skybox Security,San Jose,San Francisco Bay Area,California,USA,North America,300,24-Feb-25,100,300,0,Security,Private Equity,335,2025,37.3361663,-121.890591,Feb
2147,HerMD,Cincinnati,other,Ohio,USA,North America,,24-Feb-25,100,,0,Healthcare,Series A,28,2025,39.1014537,-84.5124602,Feb
2148,Flywire,Boston,other,Massachusetts,USA,North America,125,26-Feb-25,,,,Finance,Series E,263,2025,42.3554334,-71.060511,Feb
2149,eBay,Tel Aviv,other,non,Israel,Asia,20,26-Feb-25,,,,Retail,Post-IPO,1200,2025,32.0852997,34.7818064,Feb
2150,Commercetools,Munich,other,Bayern,Germany,Europe,,26-Feb-25,10,,,Retail,Series C,119,2025,48.1371079,11.5753822,Feb
2151,Dayforce,Toronto,other,Ontario,USA,North America,,26-Feb-25,5,,,HR,Post-IPO,40,2025,43.6534817,-79.3839347,Feb
2152,Expedia,Seattle,Cascadia,Washington,USA,North America,,26-Feb-25,,,,Travel,Post-IPO,3300,2025,47.6038321,-122.330062,Feb
2153,Autodesk,San Francisco,San Francisco Bay Area,California,USA,North America,1350,27-Feb-25,9,15000,13650,Other,Post-IPO,,2025,37.7792588,-122.4193286,Feb
2154,Digimarc,Portland,Cascadia,Oregon,USA,North America,90,27-Feb-25,40,225,135,Other,Post-IPO,105,2025,45.5202471,-122.674194,Feb
2155,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,27-Feb-25,,,,Consumer,Post-IPO,26,2025,37.3893889,-122.0832101,Feb
2156,HP,Palo Alto,San Francisco Bay Area,California,USA,North America,2000,28-Feb-25,,,,Hardware,Post-IPO,,2025,37.4443293,-122.1598465,Feb
2157,Grubhub,San Francisco,San Francisco Bay Area,California,USA,North America,500,28-Feb-25,23,2174,1674,Food,Acquired,284,2025,37.7792588,-122.4193286,Feb
2158,Automattic,San Francisco,San Francisco Bay Area,California,USA,North America,281,02-Mar-25,16,1756,1475,Other,Series E,986,2025,37.7792588,-122.4193286,Mar
2159,ANS Commerce,Gurugram,other,Haryana,India,Asia,,02-Mar-25,100,,0,Retail,Acquired,2,2025,28.4646148,77.0299194,Mar
2160,Ola Electric,Bengaluru,other,Karnataka,India,Asia,1000,03-Mar-25,,,,Transportation,Post-IPO,1700,2025,12.98815675,77.62260004,Mar
2161,Rec Room,Seattle,Cascadia,Washington,USA,North America,,03-Mar-25,16,,,Consumer,Series F,294,2025,47.6038321,-122.330062,Mar
2162,LiveRamp,San Francisco,San Francisco Bay Area,California,USA,North America,65,05-Mar-25,5,1300,1235,Marketing,Post-IPO,16,2025,37.7792588,-122.4193286,Mar
2163,Hewlett Packard Enterprise,Palo Alto,San Francisco Bay Area,California,USA,North America,2500,06-Mar-25,5,50000,47500,Hardware,Post-IPO,1400,2025,37.4443293,-122.1598465,Mar
2164,TikTok,Dublin,other,non,USA,Europe,300,06-Mar-25,,,,Consumer,Acquired,,2025,53.3493795,-6.2605593,Mar
2165,Wayfair ,Boston,other,Massachusetts,Germany,North America,340,07-Mar-25,,,,Retail,Post-IPO,1700,2025,42.3554334,-71.060511,Mar
2166,Zonar Systems,Seattle,Cascadia,Washington,USA,North America,,09-Mar-25,,,,Logistics,Acquired,50,2025,47.6038321,-122.330062,Mar
2167,D-ID,Tel Aviv,other,non,Israel,Asia,22,10-Mar-25,25,88,66,AI,Series B,48,2025,32.0852997,34.7818064,Mar
2168,Arrival,London,other,England,United Kingdom,Europe,,10-Mar-25,100,,0,Transportation,Post-IPO,629,2025,51.4893335,-0.144055085,Mar
2169,ActiveFence,New York City,other,New York,USA,North America,22,13-Mar-25,7,314,292,Security,Series B,100,2025,40.7127281,-74.0060152,Mar
2170,HelloFresh,Pleasanton,San Francisco Bay Area,California,USA,North America,273,17-Mar-25,,,,Food,Post-IPO,367,2025,37.6624312,-121.8746789,Mar
2171,Otorio,Tel Aviv,other,non,Israel,Asia,45,17-Mar-25,56,80,35,Security,Acquired,,2025,32.0852997,34.7818064,Mar
2172,Brightcove,Boston,other,Massachusetts,USA,North America,198,19-Mar-25,33,600,402,Marketing,Acquired,145,2025,42.3554334,-71.060511,Mar
2173,Acxiom,Little Rock,other,Arkansas,USA,North America,130,19-Mar-25,3,4333,4203,Marketing,Post-IPO,,2025,34.73499706,-92.32533203,Mar
2174,Block,Oakland,San Francisco Bay Area,California,USA,North America,931,25-Mar-25,8,11638,10707,Finance,Post-IPO,150,2025,37.8044557,-122.271356,Mar
2175,Niantic,San Francisco,San Francisco Bay Area,California,USA,North America,68,25-Mar-25,,,,Other,Series D,770,2025,37.7792588,-122.4193286,Mar
2176,Prefect,Washington DC,other,District of Columbia,USA,North America,20,25-Mar-25,,,,Data,Series B,47,2025,38.8950368,-77.0365427,Mar
2177,Palantir,Denver,other,Colorado,USA,North America,120,27-Mar-25,,,,Data,Post-IPO,3000,2025,39.7392364,-104.984862,Mar
2178,Canva,Sydney,other,New South Wales,Australia,Oceana,10,31-Mar-25,,,,Consumer,Unknown,2500,2025,-33.8698439,151.2082848,Mar
2179,Northvolt,Stockholm,other,non,Sweden,Europe,2800,31-Mar-25,62,4516,1716,Energy,Unknown,13800,2025,59.3251172,18.0710935,Mar
2180,2U,Washington DC,other,District of Columbia,USA,North America,,31-Mar-25,,,,Education,Post-IPO,426,2025,38.8950368,-77.0365427,Mar
2181,WhyHive,Melbourne,other,Victoria,Australia,Oceana,,02-Apr-25,100,,0,Data,Seed,,2025,-37.8142454,144.9631732,Apr
2182,Automattic,San Francisco,San Francisco Bay Area,California,USA,North America,281,02-Apr-25,16,1756,1475,Other,Series E,986,2025,37.7792588,-122.4193286,Apr
2183,Canva,Sydney,other,New South Wales,Australia,Oceana,10,02-Apr-25,,,,Consumer,Unknown,2500,2025,-33.8698439,151.2082848,Apr
2184,Five9,San Ramon,San Francisco Bay Area,California,USA,North America,123,03-Apr-25,4,3075,2952,Support,Post-IPO,862,2025,37.77466357,-121.9734961,Apr
2185,Tract,London,other,England,United Kingdom,Europe,,03-Apr-25,,,,Real Estate,Unknown,,2025,51.4893335,-0.144055085,Apr
2186,Coho AI,Tel Aviv,other,non,Israel,Asia,,06-Apr-25,100,,0,Sales,Seed,8,2025,32.0852997,34.7818064,Apr
2187,Wing Cloud,Tel Aviv,other,non,Israel,Asia,,09-Apr-25,100,,0,Infrastructure,Seed,,2025,32.0852997,34.7818064,Apr
2188,NetApp,San Jose,San Francisco Bay Area,California,USA,North America,700,20-Apr-25,6,11667,10967,Data,Post-IPO,,2025,37.3361663,-121.890591,Apr
2189,Marin Software,San Francisco,San Francisco Bay Area,California,USA,North America,,20-Apr-25,100,,0,Marketing,Post-IPO,99,2025,37.7792588,-122.4193286,Apr
2190,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,21-Apr-25,,,,Consumer,Post-IPO,26,2025,37.3893889,-122.0832101,Apr
2191,Forto,Berlin,other,Berlin,USA,Europe,200,22-Apr-25,,,,Logistics,Series D,593,2025,52.5170365,13.3888599,Apr
2192,Intel,Sacramento,other,California,USA,North America,22000,23-Apr-25,20,110000,88000,Hardware,Post-IPO,12,2025,38.5810606,-121.493895,Apr
2193,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,100,24-Apr-25,,,,Consumer,Post-IPO,26000,2025,37.4519671,-122.177992,Apr
2194,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,,24-Apr-25,,,,Travel,Post-IPO,839,2025,37.7792588,-122.4193286,Apr
2195,SambaNova,Palo Alto,San Francisco Bay Area,California,USA,North America,77,25-Apr-25,15,513,436,AI,Series D,1100,2025,37.4443293,-122.1598465,Apr
2196,GupShup,Fremont,San Francisco Bay Area,California,India,North America,200,25-Apr-25,,,,Other,Series F,484,2025,37.5482697,-121.988571,Apr
2197,Cars24,Gurugram,other,Haryana,India,Asia,200,26-Apr-25,,,,Transportation,Series G,1300,2025,28.4646148,77.0299194,Apr
2198,Turo,San Francisco,San Francisco Bay Area,California,USA,North America,150,26-Apr-25,17,882,732,Transportation,Series E,467,2025,37.7792588,-122.4193286,Apr
2199,AppLovin,Palo Alto,San Francisco Bay Area,California,USA,North America,97,26-Apr-25,,,,Marketing,Post-IPO,1600,2025,37.4443293,-122.1598465,Apr
2200,Smashing,San Francisco,San Francisco Bay Area,California,USA,North America,7,26-Apr-25,100,7,0,Consumer,Seed,3,2025,37.7792588,-122.4193286,Apr
2201,Zopper,Noida,other,Uttar Pradesh,India,Asia,100,27-Apr-25,,,,Finance,Series D,125,2025,28.5706333,77.3272147,Apr
2202,Expedia,Seattle,Cascadia,Washington,USA,North America,,28-Apr-25,3,,,Travel,Post-IPO,3300,2025,47.6038321,-122.330062,Apr
2203,Spotter,Los Angeles,other,California,USA,North America,,28-Apr-25,,,,Other,Unknown,238,2025,34.0536909,-118.242766,Apr
2204,Tomorrow,Seattle,Cascadia,Washington,USA,North America,,28-Apr-25,100,,0,Hardware,Unknown,,2025,47.6038321,-122.330062,Apr
2205,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,300,29-Apr-25,,,,Consumer,Post-IPO,2,2025,37.4863239,-122.232523,Apr
2206,Stem,San Francisco,San Francisco Bay Area,California,USA,North America,,29-Apr-25,27,,,Energy,Post-IPO,583,2025,37.7792588,-122.4193286,Apr
2207,Beam,Bristol,other,England,United Kingdom,Europe,200,01-May-25,100,200,0,Other,Unknown,,2025,51.4538022,-2.5972985,May
2208,Bench,San Francisco,San Francisco Bay Area,California,USA,North America,,01-May-25,,,,Finance,Acquired,109,2025,37.7792588,-122.4193286,May
2209,Log 9 Materials,Bengaluru,other,Karnataka,India,Asia,,02-May-25,100,,0,Manufacturing,Series B,32,2025,12.98815675,77.62260004,May
2210,Deep Instinct,Tel Aviv,other,non,Israel,Asia,20,04-May-25,10,200,180,Security,Unknown,322,2025,32.0852997,34.7818064,May
2211,GenWise,New Delhi,other,Delhi,India,Asia,15,05-May-25,20,75,60,Other,Seed,3,2025,28.6138954,77.2090057,May
2212,General Fusion,Vancouver,Cascadia,British Columbia,Canada,North America,,05-May-25,25,,,Energy,Unknown,370,2025,49.2608724,-123.113952,May
2213,OpenText,Waterloo,other,Ontario,Canada,North America,1600,06-May-25,,,,Data,Post-IPO,1100,2025,43.4652699,-80.5222961,May
2214,CrowdStrike,San Francisco,San Francisco Bay Area,California,USA,North America,500,07-May-25,5,10000,9500,Security,Post-IPO,1200,2025,37.7792588,-122.4193286,May
2215,Match Group,New York City,other,New York,USA,North America,325,08-May-25,13,2500,2175,Consumer,Post-IPO,,2025,40.7127281,-74.0060152,May
2216,Hims & Hers,San Francisco,San Francisco Bay Area,California,USA,North America,68,20-May-25,4,1700,1632,Healthcare,Post-IPO,1200,2025,37.7792588,-122.4193286,May
2217,Builder.ai,London,other,England,USA,Europe,,20-May-25,100,,0,AI,Series D,445,2025,51.4893335,-0.144055085,May
